,class
HP:0012786,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0012787,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0012795,(Abnormality of the eye(眼部异常));
HP:0012798,(Neoplasm(肿瘤));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0012801,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0012802,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0012804,(Abnormality of the eye(眼部异常));
HP:0012809,(Abnormality of head and neck(头部和颈部的异常));
HP:0012810,(Abnormality of head and neck(头部和颈部的异常));
HP:0012811,(Abnormality of head and neck(头部和颈部的异常));
HP:0012814,(Abnormality of the breast(乳房异常));
HP:0012815,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012819,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0012841,(Abnormality of the eye(眼部异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0012844,(Abnormality of the integument(体壁的异常));(Neoplasm(肿瘤));
HP:0012846,(Abnormality of the integument(体壁的异常));(Neoplasm(肿瘤));
HP:0012850,(Abnormality of the digestive system(消化系统异常));
HP:0012854,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012856,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012858,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012861,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012864,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012865,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012868,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012870,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012871,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012872,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012873,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012881,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012886,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012887,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012888,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0012892,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the musculature(肌肉组织异常));
HP:0012893,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the musculature(肌肉组织异常));
HP:0012894,(Abnormality of the musculature(肌肉组织异常));
HP:0012896,(Abnormality of the nervous system(神经系统异常));
HP:0012898,(Abnormality of the nervous system(神经系统异常));
HP:0012899,(Abnormality of the musculature(肌肉组织异常));
HP:0012900,(Abnormality of the musculature(肌肉组织异常));
HP:0012901,(Abnormality of the musculature(肌肉组织异常));
HP:0012903,(Abnormality of the musculature(肌肉组织异常));
HP:0012904,(Abnormality of the musculature(肌肉组织异常));
HP:0012905,(Abnormality of head and neck(头部和颈部的异常));
HP:0025013,(Abnormality of the nervous system(神经系统异常));
HP:0025015,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0025019,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0025023,(Abnormality of the digestive system(消化系统异常));
HP:0025027,(Abnormality of the integument(体壁的异常));
HP:0025035,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0025062,(Abnormality of the nervous system(神经系统异常));
HP:0025066,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0025075,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0025085,(Abnormality of the digestive system(消化系统异常));
HP:0025092,(Abnormality of the integument(体壁的异常));
HP:0025100,(Abnormality of the nervous system(神经系统异常));
HP:0025101,(Abnormality of the nervous system(神经系统异常));
HP:0025104,(Abnormality of the integument(体壁的异常));
HP:0025109,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0025112,(Abnormality of the nervous system(神经系统异常));
HP:0025124,(Abnormality of head and neck(头部和颈部的异常));
HP:0025128,(Abnormality of connective tissue(结缔组织异常));
HP:0025134,(Abnormality of the endocrine system(内分泌系统异常));
HP:0025142,
HP:0025143,
HP:0025149,(Abnormality of the digestive system(消化系统异常));
HP:0025152,(Abnormality of the eye(眼部异常));
HP:0025167,(Abnormality of the integument(体壁的异常));
HP:0025169,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0025175,(Abnormality of the respiratory system(呼吸系统异常));
HP:0025179,(Abnormality of the respiratory system(呼吸系统异常));
HP:0025191,(Abnormality of the nervous system(神经系统异常));
HP:0025196,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0025201,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0025244,(Abnormality of the eye(眼部异常));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0025247,(Abnormality of the integument(体壁的异常));
HP:0025249,(Abnormality of the integument(体壁的异常));
HP:0025253,(Abnormality of the nervous system(神经系统异常));
HP:0025258,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0025262,(Abnormality of the skeletal system(骨骼系统异常));
HP:0025267,(Abnormality of the nervous system(神经系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0025268,(Abnormality of the nervous system(神经系统异常));
HP:0025269,(Abnormality of the nervous system(神经系统异常));
HP:0025270,(Abnormality of the digestive system(消化系统异常));
HP:0025289,(Abnormality of the immune system(免疫系统异常));
HP:0025300,(Abnormality of the integument(体壁的异常));(Abnormality of the immune system(免疫系统异常));
HP:0025312,(Abnormality of the eye(眼部异常));
HP:0025313,(Abnormality of the eye(眼部异常));
HP:0025318,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Neoplasm(肿瘤));
HP:0025321,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0025324,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0025331,(Abnormality of the eye(眼部异常));
HP:0025343,(Abnormality of the immune system(免疫系统异常));
HP:0025346,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0025349,(Abnormality of the eye(眼部异常));
HP:0025354,
HP:0025356,(Abnormality of the nervous system(神经系统异常));
HP:0025357,(Abnormality of the nervous system(神经系统异常));
HP:0025379,(Abnormality of the immune system(免疫系统异常));
HP:0025380,(Abnormality of the endocrine system(内分泌系统异常));
HP:0025390,(Abnormality of the respiratory system(呼吸系统异常));
HP:0025391,(Abnormality of the respiratory system(呼吸系统异常));
HP:0025401,(Abnormality of the eye(眼部异常));
HP:0025403,(Abnormality of the nervous system(神经系统异常));
HP:0025404,(Abnormality of the eye(眼部异常));
HP:0025405,(Abnormality of the eye(眼部异常));
HP:0025406,
HP:0025408,(Abnormality of the immune system(免疫系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0025425,(Abnormality of the respiratory system(呼吸系统异常));
HP:0025426,(Abnormality of the respiratory system(呼吸系统异常));
HP:0025428,(Abnormality of the respiratory system(呼吸系统异常));
HP:0025430,(Abnormality of the voice(声音异常));
HP:0025435,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0025436,(Abnormality of the endocrine system(内分泌系统异常));
HP:0025439,(Abnormality of head and neck(头部和颈部的异常));
HP:0025456,(Abnormality of the nervous system(神经系统异常));
HP:0025459,(Abnormality of the nervous system(神经系统异常));
HP:0025460,(Abnormality of the nervous system(神经系统异常));
HP:0025461,
HP:0025464,
HP:0025474,(Abnormality of the integument(体壁的异常));
HP:0025475,(Abnormality of the integument(体壁的异常));
HP:0025502,(Growth abnormality(生长异常));
HP:0025517,(Abnormality of the nervous system(神经系统异常));
HP:0025518,(Abnormality of the eye(眼部异常));
HP:0025537,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0025538,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0030000,(Abnormality of the musculature(肌肉组织异常));
HP:0030001,(Abnormality of head and neck(头部和颈部的异常));
HP:0030005,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030006,(Abnormality of the musculature(肌肉组织异常));
HP:0030007,(Abnormality of the musculature(肌肉组织异常));
HP:0030010,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030014,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030015,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030016,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030018,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030019,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030021,(Abnormality of the ear(耳部异常));
HP:0030022,(Abnormality of the ear(耳部异常));
HP:0030031,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0030032,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0030037,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030038,(Abnormality of the skeletal system(骨骼系统异常));(Neoplasm(肿瘤));
HP:0030042,(Abnormality of the skeletal system(骨骼系统异常));
HP:0030046,(Abnormality of the musculature(肌肉组织异常));
HP:0030047,(Abnormality of the nervous system(神经系统异常));
HP:0030048,(Abnormality of the nervous system(神经系统异常));
HP:0030049,(Abnormality of the nervous system(神经系统异常));
HP:0030050,(Abnormality of the nervous system(神经系统异常));
HP:0030051,(Abnormality of the nervous system(神经系统异常));
HP:0030053,(Abnormality of the integument(体壁的异常));
HP:0030055,(Abnormality of the integument(体壁的异常));
HP:0030056,(Abnormality of the integument(体壁的异常));
HP:0030057,(Abnormality of the immune system(免疫系统异常));
HP:0030071,(Neoplasm(肿瘤));
HP:0030078,(Abnormality of the respiratory system(呼吸系统异常));(Neoplasm(肿瘤));
HP:0030079,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Neoplasm(肿瘤));
HP:0030081,(Abnormality of the nervous system(神经系统异常));
HP:0030083,(Abnormality of the nervous system(神经系统异常));
HP:0030084,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0030087,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030088,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0030089,(Abnormality of the musculature(肌肉组织异常));
HP:0030091,(Abnormality of the musculature(肌肉组织异常));
HP:0030092,(Abnormality of the musculature(肌肉组织异常));
HP:0030099,(Abnormality of the musculature(肌肉组织异常));
HP:0030117,(Abnormality of the musculature(肌肉组织异常));
HP:0030126,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030140,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0030142,(Abnormality of the digestive system(消化系统异常));
HP:0030144,(Abnormality of the digestive system(消化系统异常));
HP:0030145,(Abnormality of the digestive system(消化系统异常));
HP:0030146,(Abnormality of the digestive system(消化系统异常));
HP:0030147,(Abnormality of the nervous system(神经系统异常));
HP:0030148,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030149,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030153,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0030155,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of the nervous system(神经系统异常));
HP:0030156,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0030160,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030164,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030166,(Abnormality of the integument(体壁的异常));
HP:0030168,(Abnormality of the integument(体壁的异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030177,(Abnormality of the nervous system(神经系统异常));
HP:0030183,(Abnormality of the ear(耳部异常));
HP:0030185,(Abnormality of the nervous system(神经系统异常));
HP:0030186,(Abnormality of the nervous system(神经系统异常));
HP:0030187,(Abnormality of the nervous system(神经系统异常));
HP:0030188,(Abnormality of the nervous system(神经系统异常));
HP:0030190,(Abnormality of the musculature(肌肉组织异常));
HP:0030191,(Abnormality of the nervous system(神经系统异常));
HP:0030192,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0030195,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0030196,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0030198,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0030199,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0030200,(Abnormality of the nervous system(神经系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0030202,(Abnormality of the nervous system(神经系统异常));
HP:0030203,(Abnormality of the nervous system(神经系统异常));
HP:0030205,(Abnormality of the musculature(肌肉组织异常));
HP:0030208,(Abnormality of the immune system(免疫系统异常));
HP:0030209,(Abnormality of the immune system(免疫系统异常));
HP:0030210,(Abnormality of the immune system(免疫系统异常));
HP:0030211,(Abnormality of the eye(眼部异常));
HP:0030212,(Abnormality of the nervous system(神经系统异常));
HP:0030213,(Abnormality of the nervous system(神经系统异常));
HP:0030214,(Abnormality of the nervous system(神经系统异常));
HP:0030215,(Abnormality of the nervous system(神经系统异常));
HP:0030216,(Abnormality of the nervous system(神经系统异常));
HP:0030217,(Abnormality of the nervous system(神经系统异常));
HP:0030219,(Abnormality of the nervous system(神经系统异常));
HP:0030222,(Abnormality of the nervous system(神经系统异常));
HP:0030223,(Abnormality of the nervous system(神经系统异常));
HP:0030230,(Abnormality of the musculature(肌肉组织异常));
HP:0030234,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0030237,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));
HP:0030242,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0030247,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0030249,(Abnormality of head and neck(头部和颈部的异常));
HP:0030255,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0030258,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030261,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030265,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030269,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030275,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030282,(Abnormality of the skeletal system(骨骼系统异常));
HP:0030283,(Abnormality of the nervous system(神经系统异常));
HP:0030314,(Abnormality of the skeletal system(骨骼系统异常));
HP:0030319,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the musculature(肌肉组织异常));
HP:0030329,(Abnormality of the eye(眼部异常));
HP:0030341,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030344,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030346,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030348,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030349,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030353,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030355,(Abnormality of the immune system(免疫系统异常));
HP:0030357,(Abnormality of the respiratory system(呼吸系统异常));(Neoplasm(肿瘤));
HP:0030369,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0030391,(Abnormality of the nervous system(神经系统异常));
HP:0030402,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0030404,(Abnormality of the nervous system(神经系统异常));(Abnormality of the endocrine system(内分泌系统异常));(Neoplasm(肿瘤));
HP:0030406,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0030412,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0030417,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Neoplasm(肿瘤));
HP:0030424,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030430,(Abnormality of the nervous system(神经系统异常));(Neoplasm(肿瘤));
HP:0030431,(Abnormality of the skeletal system(骨骼系统异常));(Neoplasm(肿瘤));
HP:0030434,(Abnormality of the integument(体壁的异常));(Neoplasm(肿瘤));
HP:0030438,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0030439,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0030445,(Abnormality of the nervous system(神经系统异常));(Abnormality of the endocrine system(内分泌系统异常));(Neoplasm(肿瘤));
HP:0030446,(Abnormality of the nervous system(神经系统异常));(Abnormality of the endocrine system(内分泌系统异常));(Neoplasm(肿瘤));
HP:0030447,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of the integument(体壁的异常));(Neoplasm(肿瘤));
HP:0030448,(Neoplasm(肿瘤));
HP:0030451,(Abnormality of the digestive system(消化系统异常));
HP:0030500,(Abnormality of the eye(眼部异常));
HP:0030502,(Abnormality of the eye(眼部异常));
HP:0030503,(Abnormality of the eye(眼部异常));(Abnormality of the integument(体壁的异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030506,(Abnormality of the eye(眼部异常));
HP:0030511,(Abnormality of the eye(眼部异常));
HP:0030513,(Abnormality of the eye(眼部异常));
HP:0030517,(Abnormality of the eye(眼部异常));
HP:0030521,(Abnormality of the eye(眼部异常));
HP:0030530,(Abnormality of the eye(眼部异常));
HP:0030531,(Abnormality of the eye(眼部异常));
HP:0030532,(Abnormality of the eye(眼部异常));
HP:0030534,(Abnormality of the eye(眼部异常));
HP:0030588,(Abnormality of the eye(眼部异常));
HP:0030591,(Abnormality of the eye(眼部异常));
HP:0030595,(Abnormality of the eye(眼部异常));
HP:0030604,(Abnormality of the eye(眼部异常));
HP:0030609,(Abnormality of the eye(眼部异常));
HP:0030612,(Abnormality of the eye(眼部异常));
HP:0030613,(Abnormality of the eye(眼部异常));
HP:0030644,(Abnormality of the eye(眼部异常));
HP:0030664,(Abnormality of the musculature(肌肉组织异常));(Abnormality of the digestive system(消化系统异常));
HP:0030670,(Abnormality of head and neck(头部和颈部的异常));
HP:0030680,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030683,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0030685,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030688,(Abnormality of the endocrine system(内分泌系统异常));
HP:0030690,(Abnormality of head and neck(头部和颈部的异常));
HP:0030692,(Abnormality of the nervous system(神经系统异常));(Neoplasm(肿瘤));
HP:0030711,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030713,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030720,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0030736,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of the skeletal system(骨骼系统异常));(Neoplasm(肿瘤));
HP:0030746,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0030757,(Abnormality of head and neck(头部和颈部的异常));
HP:0030766,(Abnormality of the ear(耳部异常));(Abnormality of the nervous system(神经系统异常));
HP:0030769,(Abnormality of the nervous system(神经系统异常));
HP:0030781,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0030784,(Abnormality of the nervous system(神经系统异常));
HP:0030786,(Abnormality of the eye(眼部异常));
HP:0030794,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0030796,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0030799,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0030800,(Abnormality of the eye(眼部异常));
HP:0030809,(Abnormality of head and neck(头部和颈部的异常));
HP:0030812,(Abnormality of the immune system(免疫系统异常));
HP:0030813,(Abnormality of the immune system(免疫系统异常));
HP:0030814,(Abnormality of the immune system(免疫系统异常));
HP:0030816,(Abnormality of head and neck(头部和颈部的异常));
HP:0030820,(Abnormality of head and neck(头部和颈部的异常));
HP:0030828,(Abnormality of the respiratory system(呼吸系统异常));
HP:0030829,(Abnormality of the respiratory system(呼吸系统异常));
HP:0030830,(Abnormality of the respiratory system(呼吸系统异常));
HP:0030833,(Abnormality of the nervous system(神经系统异常));
HP:0030834,(Abnormality of the nervous system(神经系统异常));
HP:0030838,(Abnormality of the nervous system(神经系统异常));
HP:0030839,(Abnormality of the nervous system(神经系统异常));
HP:0030842,(Abnormality of the nervous system(神经系统异常));
HP:0030848,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030850,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030853,(Growth abnormality(生长异常));
HP:0030856,(Abnormality of the eye(眼部异常));
HP:0030866,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0030867,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0030868,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030872,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030877,(Abnormality of the respiratory system(呼吸系统异常));
HP:0030878,(Abnormality of the respiratory system(呼吸系统异常));
HP:0030880,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030882,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0030890,(Abnormality of the nervous system(神经系统异常));
HP:0030891,(Abnormality of the nervous system(神经系统异常));
HP:0030892,(Abnormality of the nervous system(神经系统异常));
HP:0030895,(Abnormality of the digestive system(消化系统异常));
HP:0030902,(Abnormality of the nervous system(神经系统异常));
HP:0030904,(Abnormality of the nervous system(神经系统异常));
HP:0030905,(Abnormality of the nervous system(神经系统异常));
HP:0030907,(Abnormality of the nervous system(神经系统异常));
HP:0030911,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0030915,(Abnormality of the nervous system(神经系统异常));
HP:0030917,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0030918,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0030943,
HP:0030948,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0030951,(Abnormality of the musculature(肌肉组织异常));
HP:0030953,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0031005,(Abnormality of the nervous system(神经系统异常));
HP:0031006,(Abnormality of the nervous system(神经系统异常));
HP:0031008,(Abnormality of the nervous system(神经系统异常));
HP:0031013,(Abnormality of the skeletal system(骨骼系统异常));
HP:0031029,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0031041,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0031047,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));(Abnormality of the immune system(免疫系统异常));
HP:0031057,(Abnormality of the integument(体壁的异常));
HP:0031064,
HP:0031087,(Growth abnormality(生长异常));
HP:0031108,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));
HP:0031111,(Neoplasm(肿瘤));
HP:0031138,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0031139,(Abnormality of the musculature(肌肉组织异常));
HP:0031159,(Abnormality of the eye(眼部异常));
HP:0031162,(Abnormality of the nervous system(神经系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0031166,(Abnormality of the nervous system(神经系统异常));
HP:0031181,(Abnormality of the integument(体壁的异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0031206,(Abnormality of the nervous system(神经系统异常));
HP:0031218,(Abnormality of the endocrine system(内分泌系统异常));
HP:0031237,(Abnormality of the musculature(肌肉组织异常));
HP:0031246,(Abnormality of the respiratory system(呼吸系统异常));
HP:0031284,(Abnormality of the integument(体壁的异常));
HP:0031319,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0031320,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0031353,(Abnormality of the ear(耳部异常));(Abnormality of the immune system(免疫系统异常));
HP:0031358,(Abnormality of the nervous system(神经系统异常));
HP:0031368,(Abnormality of the digestive system(消化系统异常));
HP:0031372,(Abnormality of the musculature(肌肉组织异常));
HP:0031374,(Abnormality of the musculature(肌肉组织异常));
HP:0031417,(Abnormality of the respiratory system(呼吸系统异常));
HP:0031422,(Abnormality of the nervous system(神经系统异常));
HP:0031428,(Abnormality of the endocrine system(内分泌系统异常));
HP:0031435,(Abnormality of the voice(声音异常));
HP:0031466,(Abnormality of the nervous system(神经系统异常));
HP:0031468,(Abnormality of the nervous system(神经系统异常));
HP:0031499,(Neoplasm(肿瘤));
HP:0031528,(Abnormality of the eye(眼部异常));
HP:0031546,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0031566,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0040009,(Abnormality of the integument(体壁的异常));
HP:0040010,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0040014,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0040016,(Abnormality of the skeletal system(骨骼系统异常));
HP:0040018,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0040019,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0040022,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0040025,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0040036,(Abnormality of the integument(体壁的异常));
HP:0040047,(Abnormality of the musculature(肌肉组织异常));
HP:0040049,(Abnormality of the eye(眼部异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0040073,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0040075,(Abnormality of the nervous system(神经系统异常));(Abnormality of the endocrine system(内分泌系统异常));
HP:0040078,(Abnormality of the nervous system(神经系统异常));
HP:0040079,(Abnormality of head and neck(头部和颈部的异常));
HP:0040081,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0040082,(Abnormality of the nervous system(神经系统异常));
HP:0040083,(Abnormality of the nervous system(神经系统异常));
HP:0040084,(Abnormality of the endocrine system(内分泌系统异常));
HP:0040085,(Abnormality of the endocrine system(内分泌系统异常));
HP:0040086,(Abnormality of the nervous system(神经系统异常));(Abnormality of the endocrine system(内分泌系统异常));
HP:0040090,(Abnormality of the ear(耳部异常));
HP:0040095,(Abnormality of the ear(耳部异常));(Neoplasm(肿瘤));
HP:0040111,(Abnormality of the ear(耳部异常));
HP:0040113,(Abnormality of the ear(耳部异常));
HP:0040119,(Abnormality of the ear(耳部异常));
HP:0040129,(Abnormality of the nervous system(神经系统异常));
HP:0040130,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0040131,(Abnormality of the nervous system(神经系统异常));
HP:0040132,(Abnormality of the nervous system(神经系统异常));
HP:0040135,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0040140,(Abnormality of the nervous system(神经系统异常));
HP:0040148,(Abnormality of the nervous system(神经系统异常));
HP:0040160,(Abnormality of the skeletal system(骨骼系统异常));
HP:0040163,(Abnormality of the skeletal system(骨骼系统异常));
